,ATL,LAX,ORD,DFW,DEN,JFK,SFO,SEA,MCO,LAS,CLT,EWR,PHX,IAH,MIA,BOS,MSP,DTW,FLL,PHL,LGA,BWI,SLC,SAN,IAD,DCA,TPA,MDW,HNL,PDX,BNA,AUS,DAL,STL,SJC,HOU,RDU,MSY,OAK,SMF,MCI,SNA,RSW,SAT,CLE,IND,PIT,SJU,CVG,CMH
LGA,0.0175,0.0,0.00955221090025241,0.006686734598485558,0.0062774609703655235,0.0,0.0,0.0,0.0022950359913994577,0.0,0.0033908105076189588,0.0,0.0,0.002047022529681219,0.0029856969243713194,0.0028997382443675794,0.0008952042628774424,0.0033882396933719735,0.0025150976909413857,0.0014947181452743762,0.005,0.0,0.0,0.0,0.0005542208095727774,0.001623258857623633,0.0010209404505936244,0.0009408245302421239,0.0,0.0,0.0016683182200616996,0.0,0.0,0.0014490043937552585,0.0,0.0003298588389268019,0.0009685425820323456,0.0009616714966813124,0.0,0.0,0.0002686734598485557,0.0,0.00047106665420211275,0.0,0.00045657661026456017,0.00021893988968869777,0.0006555576329812096,0.0,0.00020547817144993922,0.0005826399925212677
BWI,0.0175,0.006012900813312145,0.0057313265401514445,0.005015050948864168,0.004708095727774143,0.00435206132560531,0.0012948022810133682,0.0011667757315135083,0.0022950359913994577,0.0034230625408993177,0.004521080676825278,0.0010816116668224737,0.0041901467701224646,0.0010235112648406095,0.0019904646162475464,0.0028997382443675794,0.0017904085257548848,0.00254117977002898,0.0025150976909413857,0.0014947181452743762,0.0,0.00036170091459793326,0.0017989623258857625,0.00118173319622324,0.0,0.0,0.0010209404505936244,0.0009408245302421239,0.0,0.0,0.0008341591100308498,0.0007944283443956249,0.0,0.0007245021968776292,0.0,0.0003298588389268019,0.0009685425820323456,0.000641114331120875,0.0,0.0,0.0002686734598485557,0.0,0.00047106665420211275,0.0004693839394222679,0.0006848649153968403,0.00043787977937739553,0.0004370384219874731,0.0004246985136019445,0.00020547817144993922,0.00038842666168084514
SLC,0.015,0.014030101897728338,0.007641768720201926,0.005015050948864168,0.0062774609703655235,0.0029013742170702064,0.0025896045620267365,0.004667102926054033,0.0011475179956997289,0.0034230625408993177,0.0033908105076189588,0.0010816116668224737,0.0041901467701224646,0.002047022529681219,0.0,0.0009665794147891931,0.0008952042628774424,0.0008470599233429934,0.0,0.002242077217911564,0.0,0.0018553332710105636,0.00011744625252405276,0.00118173319622324,0.0,0.0005410862858745443,0.0,0.0009408245302421239,0.0004624193699167991,0.0018304197438534168,0.0004170795550154249,0.00039721417219781244,0.0,0.0003622510984388146,0.0003587921847246892,0.0,0.00032284752734411523,0.000641114331120875,0.0009170795550154249,0.0003013929139010938,0.0002686734598485557,0.00024072169767224455,0.0,0.00023469196971113396,0.0,0.00021893988968869777,0.0,0.0,0.00041095634289987844,0.0
SAN,0.02,0.01002150135552024,0.007641768720201926,0.006686734598485558,0.0062774609703655235,0.00870412265121062,0.003884406843040105,0.0035003271945405253,0.0022950359913994577,0.0034230625408993177,0.002260540338412639,0.0010816116668224737,0.0041901467701224646,0.0010235112648406095,0.0019904646162475464,0.0028997382443675794,0.002685612788632327,0.0016941198466859867,0.0,0.0014947181452743762,0.0,0.0012368888473403758,0.001199308217257175,0.0008373916142059627,0.0005542208095727774,0.0010821725717490886,0.0,0.00047041226512106195,0.0009248387398335982,0.0013728148078900626,0.0004170795550154249,0.00039721417219781244,0.0,0.0003622510984388146,0.0007175843694493784,0.0006597176778536039,0.0,0.0003205571655604375,0.00030569318500514163,0.0003013929139010938,0.0005373469196971114,0.0,0.0,0.0004693839394222679,0.0,0.0,0.0,0.0,0.0,0.0
IAD,0.022500000000000003,0.008017201084416191,0.0019104421800504815,0.005015050948864168,0.004708095727774143,0.00435206132560531,0.0025896045620267365,0.0011667757315135083,0.0011475179956997289,0.0011410208469664394,0.0033908105076189588,0.0010816116668224737,0.0010475366925306161,0.0010235112648406095,0.0029856969243713194,0.0019331588295783862,0.0017904085257548848,0.0016941198466859867,0.0008383658969804618,0.0007473590726371881,0.0007194540525380949,0.0,0.0,0.00059086659811162,0.0045225086114740465,0.0,0.0010209404505936244,0.0009408245302421239,0.0004624193699167991,0.0004576049359633542,0.0004170795550154249,0.00039721417219781244,0.0,0.0003622510984388146,0.0,0.0,0.00032284752734411523,0.0009616714966813124,0.0,0.0003013929139010938,0.0002686734598485557,0.0,0.0,0.00023469196971113396,0.00022828830513228009,0.00021893988968869777,0.00021851921099373656,0.00021234925680097225,0.00020547817144993922,0.00019421333084042257
DCA,0.0175,0.008017201084416191,0.0057313265401514445,0.003343367299242779,0.0031387304851827618,0.00435206132560531,0.0025896045620267365,0.0011667757315135083,0.003442553987099187,0.002282041693932879,0.002260540338412639,0.0010816116668224737,0.0020950733850612323,0.0010235112648406095,0.0019904646162475464,0.0028997382443675794,0.0035808170515097696,0.00254117977002898,0.0025150976909413857,0.0014947181452743762,0.0021583621576142845,0.0,0.0005996541086285875,0.00118173319622324,0.0,0.0045225086114740465,0.0015314106758904365,0.0,0.0,0.0009152098719267084,0.0008341591100308498,0.00039721417219781244,0.0,0.0010867532953164438,0.0,0.0003298588389268019,0.0006456950546882305,0.000641114331120875,0.0,0.0,0.0008060203795456671,0.0,0.0009421333084042255,0.0,0.00022828830513228009,0.00043787977937739553,0.0004370384219874731,0.00021234925680097225,0.0006164345143498176,0.00038842666168084514
TPA,0.02,0.0020043002711040477,0.007641768720201926,0.005015050948864168,0.004708095727774143,0.005802748434140413,0.0,0.0011667757315135083,0.0,0.0011410208469664394,0.002260540338412639,0.0021632233336449473,0.0041901467701224646,0.0010235112648406095,0.0019904646162475464,0.0009665794147891931,0.0008952042628774424,0.0016941198466859867,0.0041918294849023095,0.002242077217911564,0.0014389081050761897,0.0012368888473403758,0.0,0.0,0.0005542208095727774,0.001623258857623633,0.00023038128043710655,0.0009408245302421239,0.0,0.0004576049359633542,0.0004170795550154249,0.00039721417219781244,0.0,0.0007245021968776292,0.0,0.0006597176778536039,0.0009685425820323456,0.000641114331120875,0.0,0.0,0.0005373469196971114,0.0,0.0,0.0004693839394222679,0.00022828830513228009,0.0006568196690660932,0.0004370384219874731,0.0006370477704029168,0.00020547817144993922,0.0005826399925212677
MDW,0.0125,0.0040086005422080954,0.0,0.0,0.004708095727774143,0.0,0.0025896045620267365,0.0023335514630270166,0.0022950359913994577,0.002282041693932879,0.002260540338412639,0.0021632233336449473,0.0020950733850612323,0.0,0.0,0.0019331588295783862,0.0035808170515097696,0.00254117977002898,0.0008383658969804618,0.0014947181452743762,0.0014389081050761897,0.0012368888473403758,0.001199308217257175,0.00118173319622324,0.0011084416191455549,0.0,0.0010209404505936244,0.0016094548046086234,0.0,0.0009152098719267084,0.0008341591100308498,0.0007944283443956249,0.0,0.0007245021968776292,0.0007175843694493784,0.0006597176778536039,0.0006456950546882305,0.000641114331120875,0.0006113863700102833,0.0006027858278021876,0.0005373469196971114,0.0,0.00047106665420211275,0.0004693839394222679,0.00045657661026456017,0.0,0.0004370384219874731,0.0,0.0,0.00038842666168084514
HNL,0.005,0.01803870243993643,0.0019104421800504815,0.003343367299242779,0.0015693652425913809,0.0014506871085351032,0.003884406843040105,0.0035003271945405253,0.0,0.002282041693932879,0.0,0.0010816116668224737,0.0031426100775918484,0.0010235112648406095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005996541086285875,0.00118173319622324,0.0005542208095727774,0.0,0.0,0.0,0.00020726036346359428,0.0009152098719267084,0.0,0.0,0.0,0.0,0.0007175843694493784,0.0,0.0,0.0,0.0009170795550154249,0.0003013929139010938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDX,0.01,0.008017201084416191,0.007641768720201926,0.006686734598485558,0.0062774609703655235,0.0029013742170702064,0.005179209124053473,0.0023335514630270166,0.0,0.0034230625408993177,0.002260540338412639,0.0010816116668224737,0.0041901467701224646,0.0010235112648406095,0.0,0.0028997382443675794,0.0008952042628774424,0.0016941198466859867,0.0,0.0014947181452743762,0.0,0.0,0.0017989623258857625,0.0017725997943348604,0.0005542208095727774,0.0010821725717490886,0.0,0.0009408245302421239,0.0009248387398335982,0.0003832349447677872,0.0,0.0,0.0,0.0,0.0010763765541740675,0.0,0.0,0.0,0.0012227727400205665,0.0006027858278021876,0.0002686734598485557,0.0004814433953444891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
